"DARCODIGO";"PERCODIGO";"DARFECHAING";"DARINSTPROCED";"DARREPITE";"DARCURREP";"DARASIGPREF";"DARASIGDIFC";"DARDIGNIDAD";"DARLOGROS";"DARPARTIC";"DARCLUBES";"DAREXTRACU";"DAROBSERVACION";"DARPRODISC";"DARPDCAUSA";"DARPROAPROV";"DARPACAUSA";"DARPROASIS";"DARPASCAUSA";"DARCFEXONERA";"DARCFTIEMPO";"DARCFCAUSA"
"786";"1837";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"787";"1838";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"788";"1839";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"789";"1840";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"790";"1841";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"791";"1842";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"792";"1843";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"793";"1844";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"794";"1845";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"795";"1846";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"796";"1847";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"797";"1848";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"798";"1849";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"799";"1850";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"800";"1851";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"801";"1852";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"802";"1853";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"803";"1854";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"804";"1855";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"805";"1856";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"806";"1857";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"807";"1858";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"808";"1859";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"809";"1860";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"810";"1861";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"811";"1862";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"812";"1863";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"813";"1864";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"814";"1865";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"815";"1866";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"816";"1867";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"817";"1868";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"818";"1869";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"819";"1870";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"820";"1871";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"821";"1872";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"822";"1873";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"823";"1874";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"824";"1875";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"825";"1876";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"826";"1877";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"827";"1878";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"828";"1879";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"829";"1880";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"830";"1881";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"831";"1882";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"832";"1883";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"833";"1884";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"834";"1885";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"835";"1886";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"836";"1887";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"837";"1888";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"838";"1889";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"839";"1890";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"840";"1891";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"841";"1892";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"842";"1893";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"843";"1894";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"844";"1895";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"845";"1896";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"846";"1897";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"847";"1898";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"848";"1899";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"849";"1900";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"850";"1901";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"851";"1902";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"852";"1903";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"853";"1904";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"854";"1905";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"855";"1906";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"856";"1907";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"857";"1908";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"858";"1909";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"859";"1910";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"860";"1911";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"861";"1912";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"862";"1913";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"863";"1914";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"864";"1915";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"865";"1916";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"866";"1917";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"867";"1918";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"868";"1919";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"869";"1920";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"870";"1921";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"871";"1922";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"872";"1923";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"873";"1924";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"874";"1925";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"875";"1926";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"876";"1927";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"877";"1928";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"878";"1929";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"879";"1930";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"880";"1931";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"881";"1932";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"882";"1933";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"883";"1934";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"884";"1935";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"885";"1936";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"886";"1937";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"887";"1938";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"888";"1939";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"889";"1940";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"890";"1941";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"891";"1942";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"892";"1943";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"893";"1944";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"894";"1945";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"895";"1946";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"896";"1947";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"897";"1948";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"898";"1949";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"899";"1950";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"900";"1951";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"901";"1952";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"902";"1953";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"903";"1954";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"904";"1955";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"905";"1956";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"906";"1957";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"907";"1958";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"908";"1959";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"909";"1960";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"910";"1961";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"911";"1962";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"912";"1963";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"913";"1964";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"914";"1965";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"915";"1966";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"916";"1967";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"917";"1968";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"918";"1969";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"919";"1970";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"920";"1971";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"921";"1972";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"922";"1973";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"923";"1974";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"924";"1975";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"925";"1976";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"926";"1977";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"927";"1978";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"928";"1979";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"929";"1980";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"930";"1981";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"931";"1982";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"932";"1983";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"933";"1984";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"934";"1985";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"935";"1986";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"936";"1987";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"937";"1988";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"938";"1989";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"939";"1990";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"940";"1991";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"941";"1992";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"942";"1993";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"943";"1994";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"944";"1995";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"945";"1996";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"946";"1997";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"947";"1998";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"948";"1999";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"949";"2000";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"950";"2001";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"951";"2002";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"952";"2003";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"953";"2004";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"954";"2005";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"955";"2006";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"956";"2007";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"957";"2008";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"958";"2009";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"959";"2010";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"960";"2011";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"961";"2012";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"962";"2013";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"963";"2014";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"964";"2015";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"965";"2016";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"966";"2017";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"967";"2018";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"968";"2019";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"969";"2020";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"970";"2021";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"971";"2022";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"972";"2023";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"973";"2024";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"974";"2025";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"975";"2026";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"976";"2027";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"977";"2028";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"978";"2029";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"979";"2030";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"980";"2031";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"981";"2032";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"982";"2033";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"983";"2034";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"984";"2035";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"985";"2036";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"986";"2037";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"987";"2038";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"988";"2039";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"989";"2040";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"990";"2041";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"991";"2042";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"992";"2043";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"993";"2044";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"994";"2045";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"995";"2046";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"996";"2047";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"997";"2048";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"998";"2049";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"999";"2050";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1000";"2051";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1001";"2052";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1002";"2053";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1003";"2054";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1004";"2055";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1005";"2056";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1006";"2057";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1007";"2058";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1008";"2059";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1009";"2060";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1010";"2061";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1011";"2062";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1012";"2063";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1013";"2064";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1014";"2065";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1015";"2066";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1016";"2067";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1017";"2068";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1018";"2069";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1019";"2070";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1020";"2071";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1021";"2072";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1022";"2073";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1023";"2074";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1024";"2075";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1025";"2076";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1026";"2077";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1027";"2078";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1028";"2079";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1029";"2080";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1030";"2081";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1031";"2082";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1032";"2083";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1033";"2084";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1034";"2085";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1035";"2086";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1036";"2087";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1037";"2088";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1038";"2089";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1039";"2090";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1040";"2091";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1041";"2092";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1042";"2093";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1043";"2094";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1044";"2095";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1045";"2096";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1046";"2097";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1047";"2098";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1048";"2099";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1049";"2100";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1050";"2101";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1051";"2102";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1052";"2103";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1053";"2104";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1054";"2105";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1055";"2106";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1056";"2107";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1057";"2108";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1058";"2109";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1059";"2110";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1060";"2111";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1061";"2112";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1062";"2113";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1063";"2114";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1064";"2115";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1065";"2116";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1066";"2117";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1067";"2118";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1068";"2119";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1069";"2120";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1070";"2121";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1071";"2122";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1072";"2123";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1073";"2124";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1074";"2125";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1075";"2126";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1076";"2127";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1077";"2128";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1078";"2129";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1079";"2130";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1080";"2131";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1081";"2132";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1082";"2133";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1083";"2134";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1084";"2135";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1085";"2136";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1086";"2137";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1087";"2138";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1088";"2139";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1089";"2140";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1090";"2141";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1091";"2142";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1092";"2143";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1093";"2144";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1094";"2145";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1095";"2146";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1096";"2147";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1097";"2148";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1098";"2149";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1099";"2150";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1100";"2151";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1101";"2152";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1102";"2153";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
