2562;6800;6717;PADRE
2563;6801;6717;PADRE
2564;6802;6717;PADRE
2565;6803;6717;PADRE
2566;6804;6717;PADRE
2567;6805;6717;PADRE
2568;6806;6717;PADRE
2569;6807;6717;PADRE
2570;6808;6717;PADRE
2571;6809;6717;PADRE
2572;6810;6717;PADRE
2573;6811;6717;PADRE
2574;6812;6717;PADRE
2575;6813;6717;PADRE
2576;6814;6717;PADRE
2577;6815;6717;PADRE
2578;6816;6717;PADRE
2579;6817;6717;PADRE
2580;6818;6717;PADRE
2581;6819;6717;PADRE
2582;6820;6717;PADRE
2583;6821;6717;PADRE
2584;6822;6717;PADRE
2585;6823;6717;PADRE
2586;6824;6717;PADRE
2587;6825;6717;PADRE
2588;6826;6717;PADRE
2589;6827;6717;PADRE
2590;6828;6717;PADRE
2591;6829;6717;PADRE
2592;6830;6717;PADRE
2593;6831;6717;PADRE
2594;6832;6717;PADRE
2595;6833;6717;PADRE
2596;6834;6717;PADRE
2597;6835;6717;PADRE
2598;6836;6717;PADRE
2599;6837;6717;PADRE
2600;6838;6717;PADRE
2601;6839;6717;PADRE
2602;6840;6717;PADRE
2603;6841;6717;PADRE
2604;6842;6717;PADRE
2605;6843;6717;PADRE
2606;6844;6717;PADRE
2607;6845;6717;PADRE
2608;6846;6717;PADRE
2609;6847;6717;PADRE
2610;6848;6717;PADRE
2611;6849;6717;PADRE
2612;6850;6717;PADRE
2613;6851;6717;PADRE
2614;6852;6717;PADRE
2615;6853;6717;PADRE
2616;6854;6717;PADRE
2617;6855;6717;PADRE
2618;6856;6717;PADRE
2619;6857;6717;PADRE
2620;6858;6717;PADRE
2621;6859;6717;PADRE
2622;6860;6717;PADRE
2623;6861;6717;PADRE
2624;6862;6717;PADRE
2625;6863;6717;PADRE
2626;6864;6717;PADRE
2627;6865;6717;PADRE
2628;6866;6717;PADRE
2629;6867;6717;PADRE
2630;6868;6717;PADRE
2631;6869;6717;PADRE
2632;6870;6717;PADRE
2633;6871;6717;PADRE
2634;6872;6717;PADRE
2635;6873;6717;PADRE
2636;6874;6717;PADRE
2637;6875;6717;PADRE
